AID04221 1 0 0 05_2012 
AID03101 1 0 0 05_2012 
AID04102 0 0 0 05_2012 
AID04101 0 0 0 05_2012 
H130F 1 0 0 05_2012 
H132F2 0 0 0 05_2012 
AID04218 2 0 0 05_2027 
AID04105 0 0 0 05_2028 
AID04219 2 0 0 05_2028 
AID03103 0 0 0 05_2028 
AID04220 1 0 0 05_2028 
AID03104 0 0 0 05_2028 
AID04220 1 0 0 05_2028 
AID04104 0 0 0 05_2028 
H703F 1 0 0 05_2028 
AID04103 0 0 0 05_2028 
AID03102 0 0 0 05_2028 
AID04221 0 0 0 05_2028 
AID03101 0 0 0 05_2028 
AID04102 0 0 0 05_2028 
AID04101 0 0 0 05_2028 
H130F 1 1 0 05_2028 
H132F2 0 0 0 05_2028 
AID04218 3 0 0 05_2043 
AID04105 1 0 0 05_2043 
AID04219 2 0 0 05_2043 
AID03103 1 0 0 05_2043 
AID04220 1 0 0 05_2043 
AID03104 0 1 0 05_2043 
AID04220 1 0 0 05_2043 
AID04104 0 0 0 05_2043 
H703F 0 0 0 05_2043 
AID04103 0 0 0 05_2043 
AID03102 1 0 0 05_2043 
AID04221 0 0 0 05_2043 
AID03101 0 0 0 05_2043 
AID04102 0 0 0 05_2043 
AID04101 0 0 0 05_2043 
H130F 0 0 0 05_2043 
H132F2 0 0 0 05_2043 
AID04218 2 0 0 05_2058 
AID04105 0 0 0 05_2058 
AID04219 3 0 0 05_2058 
AID03103 0 0 0 05_2058 
AID04220 2 0 0 05_2058 
AID03104 0 0 0 05_2058 
AID04220 2 0 0 05_2058 
AID04104 3 0 0 05_2058 
H703F 0 0 0 05_2058 
AID04103 0 1 0 05_2058 
AID03102 0 0 0 05_2058 
AID04221 0 0 0 05_2058 
AID03101 0 0 0 05_2058 
AID04102 0 0 0 05_2058 
AID04101 0 0 0 05_2058 
H130F 1 0 0 05_2058 
H132F2 0 0 0 05_2058 
AID04218 1 0 0 05_2113 
AID04105 0 0 0 05_2113 
AID04219 0 0 0 05_2113 
AID03103 2 0 0 05_2113 
AID04220 1 0 0 05_2113 
AID03104 0 0 0 05_2113 
AID04220 1 0 0 05_2114 
AID04104 0 0 0 05_2114 
H703F 0 0 0 05_2114 
AID04103 0 0 0 05_2114 
AID03102 0 0 0 05_2114 
AID04221 0 0 0 05_2114 
AID03101 0 0 0 05_2114 
AID04102 0 0 0 05_2114 
AID04101 0 0 0 05_2114 
H130F 0 0 0 05_2114 
H132F2 0 0 0 05_2114 
AID04218 0 0 0 05_2129 
AID04105 0 0 0 05_2129 
AID04219 1 0 0 05_2129 
AID03103 0 0 0 05_2129 
AID04220 0 0 0 05_2129 
AID03104 0 1 0 05_2129 
AID04220 0 0 0 05_2129 
AID04104 0 0 0 05_2129 
H703F 0 0 0 05_2129 
AID04103 0 0 0 05_2129 
AID03102 0 1 0 05_2129 
AID04221 0 0 0 05_2129 
AID03101 0 0 0 05_2129 
AID04102 0 0 0 05_2129 
AID04101 0 0 0 05_2129 
H130F 0 0 1 05_2129 
H132F2 0 0 0 05_2129 
AID04218 0 0 0 05_2144 
AID04105 3 0 0 05_2144 
AID04219 0 0 0 05_2144 
AID03103 0 0 0 05_2144 
AID04220 0 0 0 05_2144 
AID03104 0 0 0 05_2144 
AID04220 0 0 0 05_2144 
AID04104 0 0 0 05_2144 
H703F 0 0 0 05_2144 
AID04103 0 0 0 05_2144 
AID03102 0 0 0 05_2144 
AID04221 0 0 0 05_2145 
AID03101 0 0 0 05_2145 
AID04102 0 0 0 05_2145 
AID04101 0 0 0 05_2145 
H130F 3 0 0 05_2145 
H132F2 0 0 0 05_2145 
AID04218 2 0 0 05_2200 
AID04105 1 0 0 05_2200 
AID04219 1 0 0 05_2200 
AID03103 0 0 0 05_2200 
AID04220 1 0 0 05_2200 
AID03104 0 0 0 05_2200 
AID04220 1 0 0 05_2200 
AID04104 0 0 1 05_2200 
H703F 0 0 0 05_2200 
AID04103 0 0 0 05_2200 
AID03102 1 0 0 05_2200 
AID04221 0 0 0 05_2200 
AID03101 0 0 0 05_2200 
AID04102 0 0 0 05_2200 
AID04101 0 0 0 05_2200 
H130F 0 0 0 05_2200 
H132F2 0 0 0 05_2200 
AID04218 0 1 0 05_2215 
AID04105 1 0 0 05_2215 
AID04219 1 0 0 05_2215 
AID03103 0 0 0 05_2215 
AID04220 0 0 0 05_2215 
AID03104 0 0 0 05_2215 
AID04220 0 0 0 05_2215 
AID04104 0 0 0 05_2215 
H703F 0 0 1 05_2215 
AID04103 0 0 0 05_2215 
AID03102 0 0 0 05_2215 
AID04221 0 0 0 05_2215 
AID03101 0 0 0 05_2215 
AID04102 0 0 0 05_2215 
AID04101 0 0 0 05_2215 
H130F 0 0 0 05_2215 
H132F2 0 0 0 05_2215 
AID04218 0 0 0 05_2230 
AID04105 0 0 0 05_2230 
AID04219 1 0 0 05_2230 
AID03103 0 0 0 05_2230 
AID04220 1 0 0 05_2230 
AID03104 0 0 0 05_2230 
AID04220 1 0 0 05_2230 
AID04104 1 0 0 05_2230 
H703F 0 0 0 05_2230 
AID04103 1 0 0 05_2230 
AID03102 0 0 0 05_2230 
AID04221 0 0 0 05_2230 
AID03101 0 0 0 05_2230 
AID04102 0 0 0 05_2230 
AID04101 0 0 0 05_2230 
H130F 0 0 0 05_2230 
H132F2 0 0 0 05_2230 
AID04218 0 0 0 05_2245 
AID04105 2 0 0 05_2245 
AID04219 0 0 0 05_2246 
AID03103 2 0 0 05_2246 
AID04220 0 0 0 05_2246 
AID03104 0 0 0 05_2246 
AID04220 0 0 0 05_2246 
AID04104 0 1 0 05_2246 
H703F 0 0 0 05_2246 
AID04103 0 0 0 05_2246 
AID03102 0 0 0 05_2246 
AID04221 0 0 0 05_2246 
AID03101 0 0 0 05_2246 
AID04102 0 0 0 05_2246 
AID04101 0 0 0 05_2246 
H130F 0 0 0 05_2246 
H132F2 0 0 0 05_2246 
AID04218 1 0 0 05_2301 
AID04105 0 0 0 05_2301 
AID04219 0 0 0 05_2301 
AID03103 0 0 0 05_2301 
AID04220 0 0 0 05_2301 
AID03104 0 0 0 05_2301 
AID04220 0 0 0 05_2301 
AID04104 0 0 0 05_2301 
H703F 1 0 0 05_2301 
AID04103 0 0 0 05_2301 
AID03102 0 0 0 05_2301 
AID04221 0 0 0 05_2301 
AID03101 0 0 0 05_2301 
AID04102 0 0 0 05_2301 
AID04101 0 0 0 05_2301 
H130F 0 0 0 05_2301 
H132F2 0 0 0 05_2301 
AID04218 0 0 0 05_2316 
AID04105 0 0 0 05_2316 
AID04219 0 0 0 05_2316 
AID03103 0 0 0 05_2316 
AID04220 2 0 0 05_2316 
AID03104 0 0 0 05_2316 
AID04220 2 0 0 05_2316 
AID04104 1 0 1 05_2316 
H703F 0 0 0 05_2316 
AID04103 0 0 0 05_2316 
AID03102 0 0 0 05_2316 
AID04221 0 0 0 05_2316 
AID03101 0 0 0 05_2316 
AID04102 0 0 0 05_2316 
AID04101 1 0 0 05_2316 
H130F 0 0 0 05_2316 
H132F2 0 0 0 05_2316 
AID04218 0 0 0 05_2332 
AID04105 2 0 0 05_2332 
AID04219 0 0 0 05_2332 
AID03103 1 0 0 05_2332 
AID04220 0 0 0 05_2332 
AID03104 0 0 0 05_2332 
AID04220 0 0 0 05_2332 
AID04104 0 0 0 05_2332 
H703F 0 0 0 05_2332 
AID04103 0 0 0 05_2332 
AID03102 0 0 0 05_2332 
AID04221 0 0 0 05_2332 
AID03101 0 0 0 05_2332 
AID04102 1 0 0 05_2332 
AID04101 0 0 0 05_2332 
H130F 0 0 0 05_2332 
H132F2 0 0 0 05_2332 
AID04218 0 0 0 05_2347 
AID04105 0 0 0 05_2347 
AID04219 1 0 0 05_2347 
AID03103 1 0 0 05_2347 
AID04220 0 0 0 05_2347 
AID03104 0 0 0 05_2347 
AID04220 0 0 0 05_2347 
AID04104 1 0 1 05_2347 
H703F 0 0 0 05_2347 
AID04103 0 0 0 05_2347 
AID03102 0 0 0 05_2347 
AID04221 0 0 0 05_2347 
AID03101 0 0 0 05_2347 
AID04102 0 0 0 05_2347 
AID04101 0 0 0 05_2347 
H130F 0 0 1 05_2347 
H132F2 0 0 0 05_2347 
AID04218 0 0 0 06_0002 
AID04105 0 0 0 06_0002 
AID04219 1 0 0 06_0002 
AID03103 0 0 0 06_0002 
AID04220 0 0 0 06_0002 
AID03104 0 0 0 06_0002 
AID04220 0 0 0 06_0002 
AID04104 0 0 0 06_0002 
H703F 0 0 0 06_0002 
AID04103 0 0 0 06_0002 
AID03102 0 0 1 06_0002 
AID04221 0 0 0 06_0002 
AID03101 0 0 0 06_0002 
AID04102 0 0 0 06_0003 
AID04101 0 0 0 06_0003 
H130F 0 0 0 06_0003 
H132F2 0 0 0 06_0003 
AID04218 0 0 0 06_0018 
AID04105 0 0 1 06_0018 
AID04219 0 0 0 06_0018 
AID03103 0 0 0 06_0018 
AID04220 0 0 0 06_0018 
AID03104 1 1 0 06_0018 
AID04220 0 0 0 06_0018 
AID04104 0 0 0 06_0018 
H703F 0 0 0 06_0018 
AID04103 0 0 0 06_0018 
AID03102 0 0 0 06_0018 
AID04221 0 0 0 06_0018 
AID03101 0 0 0 06_0018 
AID04102 0 0 0 06_0018 
AID04101 0 0 0 06_0018 
H130F 0 0 0 06_0018 
H132F2 0 0 0 06_0018 
AID04218 0 0 0 06_0033 
AID04105 0 0 0 06_0033 
AID04219 0 0 0 06_0033 
AID03103 0 0 0 06_0033 
AID04220 0 0 0 06_0033 
AID03104 0 0 0 06_0033 
AID04220 0 0 0 06_0033 
AID04104 0 0 0 06_0033 
H703F 0 0 0 06_0033 
AID04103 0 0 0 06_0033 
AID03102 0 0 0 06_0033 
AID04221 0 0 0 06_0033 
AID03101 0 0 0 06_0033 
AID04102 0 0 0 06_0033 
AID04101 0 0 0 06_0033 
H130F 0 0 0 06_0033 
H132F2 0 0 0 06_0033 
AID04218 1 0 0 06_0048 
AID04105 0 0 0 06_0048 
AID04219 0 0 0 06_0048 
AID03103 0 0 0 06_0048 
AID04220 0 0 0 06_0048 
AID03104 0 0 0 06_0048 
AID04220 0 0 0 06_0048 
AID04104 0 0 0 06_0048 
H703F 0 0 0 06_0048 
AID04103 0 0 0 06_0048 
AID03102 0 0 0 06_0049 
AID04221 0 0 0 06_0049 
AID03101 0 0 0 06_0049 
AID04102 0 0 0 06_0049 
AID04101 0 0 0 06_0049 
H130F 1 0 0 06_0049 
H132F2 0 0 0 06_0049 
AID04218 0 0 0 06_0104 
AID04105 0 0 0 06_0104 
AID04219 1 0 0 06_0104 
AID03103 0 0 0 06_0104 
AID04220 3 0 0 06_0104 
AID03104 0 0 0 06_0104 
AID04220 3 0 0 06_0104 
AID04104 0 0 0 06_0104 
H703F 0 0 0 06_0104 
AID04103 0 0 0 06_0104 
AID03102 1 0 0 06_0104 
AID04221 0 0 0 06_0104 
AID03101 0 0 0 06_0104 
AID04102 0 0 0 06_0104 
AID04101 0 0 0 06_0104 
H130F 0 0 0 06_0104 
H132F2 0 0 0 06_0104 
AID04218 1 0 0 06_0119 
AID04105 0 0 1 06_0119 
AID04219 1 0 0 06_0119 
AID03103 1 0 0 06_0119 
AID04220 0 0 0 06_0119 
AID03104 0 0 0 06_0119 
AID04220 0 0 0 06_0119 
AID04104 0 0 0 06_0119 
H703F 0 0 0 06_0119 
AID04103 0 0 0 06_0119 
AID03102 0 0 0 06_0119 
AID04221 0 0 0 06_0119 
AID03101 0 0 0 06_0119 
AID04102 0 0 0 06_0119 
AID04101 0 0 0 06_0119 
H130F 0 0 1 06_0119 
H132F2 0 0 0 06_0119 
AID04218 0 0 0 06_0134 
AID04105 0 0 1 06_0134 
AID04219 0 0 0 06_0134 
AID03103 0 0 0 06_0134 
AID04220 0 1 0 06_0134 
AID03104 0 0 0 06_0134 
AID04220 0 1 0 06_0134 
AID04104 0 0 0 06_0134 
H703F 0 0 0 06_0134 
AID04103 0 0 0 06_0134 
AID03102 0 0 0 06_0134 
AID04221 0 0 0 06_0134 
AID03101 0 0 0 06_0134 
AID04102 0 0 0 06_0135 
AID04101 0 0 0 06_0135 
H130F 0 0 0 06_0135 
H132F2 0 0 0 06_0135 
AID04218 0 0 0 06_0150 
AID04105 0 0 1 06_0150 
AID04219 0 0 0 06_0150 
AID03103 0 0 0 06_0150 
AID04220 0 0 0 06_0150 
AID03104 0 0 0 06_0150 
AID04220 0 0 0 06_0150 
AID04104 0 0 0 06_0150 
H703F 0 0 0 06_0150 
AID04103 0 0 0 06_0150 
AID03102 0 0 0 06_0150 
AID04221 0 0 0 06_0150 
AID03101 0 0 0 06_0150 
AID04102 0 0 0 06_0150 
AID04101 0 0 0 06_0150 
H130F 0 0 0 06_0150 
H132F2 0 0 0 06_0150 
AID04218 0 0 0 06_0205 
AID04105 0 0 1 06_0205 
AID04219 0 0 0 06_0205 
AID03103 0 0 0 06_0205 
AID04220 0 0 0 06_0205 
AID03104 0 0 0 06_0205 
AID04220 0 0 0 06_0205 
AID04104 0 0 0 06_0205 
H703F 0 0 0 06_0205 
AID04103 0 0 0 06_0205 
AID03102 0 0 0 06_0205 
AID04221 1 0 0 06_0205 
AID03101 0 0 0 06_0205 
AID04102 0 0 0 06_0205 
AID04101 0 0 0 06_0205 
H130F 0 0 0 06_0205 
H132F2 0 0 0 06_0205 
AID04218 0 0 1 06_0220 
AID04105 0 0 1 06_0220 
AID04219 0 0 0 06_0220 
AID03103 0 0 0 06_0220 
AID04220 0 0 0 06_0220 
AID03104 0 0 0 06_0220 
AID04220 0 0 0 06_0220 
AID04104 0 0 0 06_0220 
H703F 0 0 0 06_0221 
AID04103 0 0 0 06_0221 
AID03102 0 0 0 06_0221 
AID04221 0 0 0 06_0221 
AID03101 0 0 0 06_0221 
AID04102 0 0 0 06_0221 
AID04101 0 0 0 06_0221 
H130F 0 0 0 06_0221 
H132F2 0 0 0 06_0221 
AID04218 0 0 0 06_0236 
AID04105 0 0 1 06_0236 
AID04219 1 0 0 06_0236 
AID03103 0 0 0 06_0236 
AID04220 2 0 0 06_0236 
AID03104 0 0 0 06_0236 
AID04220 2 0 0 06_0236 
AID04104 0 0 0 06_0236 
H703F 0 0 0 06_0236 
AID04103 0 0 0 06_0236 
AID03102 0 0 0 06_0236 
AID04221 0 0 0 06_0236 
AID03101 0 0 0 06_0236 
AID04102 0 0 0 06_0236 
AID04101 0 0 0 06_0236 
H130F 0 0 0 06_0236 
H132F2 0 0 0 06_0236 
AID04218 0 0 0 06_0251 
AID04105 0 0 2 06_0251 
AID04219 0 0 0 06_0251 
AID03103 1 0 0 06_0251 
AID04220 0 0 0 06_0251 
AID03104 0 0 0 06_0251 
AID04220 0 0 0 06_0251 
AID04104 0 0 0 06_0251 
H703F 0 0 0 06_0251 
AID04103 0 0 0 06_0251 
AID03102 0 0 0 06_0251 
AID04221 0 0 0 06_0251 
AID03101 0 0 0 06_0251 
AID04102 0 0 0 06_0251 
AID04101 0 0 0 06_0251 
H130F 0 0 0 06_0251 
H132F2 0 0 0 06_0251 
AID04218 0 0 0 06_0306 
AID04105 0 0 1 06_0306 
AID04219 2 0 0 06_0306 
AID03103 0 0 0 06_0306 
AID04220 1 0 0 06_0306 
AID03104 0 0 0 06_0306 
AID04220 1 0 0 06_0306 
AID04104 0 0 0 06_0306 
H703F 0 0 0 06_0306 
AID04103 0 0 0 06_0306 
AID03102 0 0 0 06_0306 
AID04221 0 0 0 06_0306 
AID03101 0 0 0 06_0306 
AID04102 0 0 0 06_0306 
AID04101 0 0 0 06_0306 
H130F 0 0 0 06_0306 
H132F2 0 0 0 06_0307 
AID04218 0 0 0 06_0322 
AID04105 0 0 1 06_0322 
AID04219 0 0 0 06_0322 
AID03103 0 0 0 06_0322 
AID04220 0 0 0 06_0322 
AID03104 0 0 0 06_0322 
AID04220 0 0 0 06_0322 
AID04104 0 0 0 06_0322 
H703F 0 0 0 06_0322 
AID04103 0 0 0 06_0322 
AID03102 0 0 0 06_0322 
AID04221 0 0 0 06_0322 
AID03101 0 0 0 06_0322 
AID04102 0 0 0 06_0322 
AID04101 0 0 0 06_0322 
H130F 0 0 0 06_0322 
H132F2 0 0 0 06_0322 
AID04218 0 0 0 06_0337 
AID04105 0 0 1 06_0337 
AID04219 0 0 0 06_0337 
AID03103 0 0 0 06_0337 
AID04220 0 0 0 06_0337 
AID03104 0 0 0 06_0337 
AID04220 0 0 0 06_0337 
AID04104 0 0 0 06_0337 
H703F 0 0 0 06_0337 
AID04103 0 0 0 06_0337 
AID03102 0 0 0 06_0337 
AID04221 0 0 0 06_0337 
AID03101 0 0 0 06_0337 
AID04102 0 0 0 06_0337 
AID04101 0 0 0 06_0337 
H130F 0 0 0 06_0337 
H132F2 0 0 0 06_0337 
AID04218 1 0 0 06_0352 
AID04105 0 1 1 06_0352 
AID04219 0 0 0 06_0352 
AID03103 0 0 0 06_0352 
AID04220 0 0 0 06_0352 
AID03104 0 0 0 06_0352 
AID04220 0 0 0 06_0352 
AID04104 0 1 0 06_0352 
H703F 0 0 0 06_0352 
AID04103 0 0 0 06_0352 
AID03102 0 0 0 06_0352 
AID04221 0 0 0 06_0352 
AID03101 0 0 0 06_0352 
AID04102 0 0 0 06_0352 
AID04101 0 0 0 06_0352 
H130F 0 0 0 06_0352 
H132F2 0 0 0 06_0352 
AID04218 0 0 0 06_0407 
AID04105 0 0 1 06_0407 
AID04219 0 0 0 06_0407 
AID03103 0 0 0 06_0407 
AID04220 0 0 0 06_0407 
AID03104 0 0 0 06_0407 
AID04220 0 0 0 06_0408 
AID04104 0 0 0 06_0408 
H703F 0 0 0 06_0408 
AID04103 0 0 0 06_0408 
AID03102 0 0 0 06_0408 
AID04221 0 0 0 06_0408 
AID03101 0 0 0 06_0408 
AID04102 0 0 0 06_0408 
AID04101 0 0 0 06_0408 
H130F 0 0 0 06_0408 
H132F2 0 0 0 06_0408 
AID04218 0 0 0 06_0423 
AID04105 0 0 1 06_0423 
AID04219 0 0 0 06_0423 
AID03103 0 0 0 06_0423 
AID04220 0 0 0 06_0423 
AID03104 0 0 0 06_0423 
AID04220 0 0 0 06_0423 
AID04104 0 0 0 06_0423 
H703F 0 0 0 06_0423 
AID04103 0 0 0 06_0423 
AID03102 0 0 0 06_0423 
AID04221 0 0 0 06_0423 
AID03101 0 0 0 06_0423 
AID04102 0 0 0 06_0423 
AID04101 0 0 0 06_0423 
H130F 1 0 0 06_0423 
H132F2 0 0 0 06_0423 
AID04218 1 0 0 06_0438 
AID04105 0 0 1 06_0438 
AID04219 0 0 0 06_0438 
AID03103 1 0 0 06_0438 
AID04220 0 0 0 06_0438 
AID03104 0 0 0 06_0438 
AID04220 0 0 0 06_0438 
AID04104 0 0 0 06_0438 
H703F 0 0 0 06_0438 
AID04103 0 0 0 06_0438 
AID03102 0 0 0 06_0438 
AID04221 0 0 0 06_0438 
AID03101 0 0 0 06_0438 
AID04102 0 0 0 06_0438 
AID04101 0 0 0 06_0438 
H130F 0 0 0 06_0438 
H132F2 0 0 0 06_0438 
AID04218 0 0 0 06_0453 
AID04105 0 0 0 06_0453 
AID04219 0 0 0 06_0453 
AID03103 0 0 0 06_0453 
AID04220 0 0 0 06_0453 
AID03104 0 0 0 06_0453 
AID04220 0 0 0 06_0453 
AID04104 1 0 0 06_0453 
H703F 0 0 0 06_0453 
AID04103 0 0 0 06_0453 
AID03102 0 0 0 06_0453 
AID04221 0 0 0 06_0454 
AID03101 0 0 0 06_0454 
AID04102 0 0 0 06_0454 
AID04101 0 0 0 06_0454 
H130F 1 0 0 06_0454 
H132F2 0 0 0 06_0454 
AID04218 0 0 0 06_0509 
AID04105 0 0 1 06_0509 
AID04219 0 0 0 06_0509 
AID03103 0 0 0 06_0509 
AID04220 0 0 0 06_0509 
AID03104 0 0 0 06_0509 
AID04220 0 0 0 06_0509 
AID04104 0 0 0 06_0509 
H703F 0 0 0 06_0509 
AID04103 0 0 0 06_0509 
AID03102 0 0 0 06_0509 
AID04221 0 0 0 06_0509 
AID03101 0 0 0 06_0509 
AID04102 0 0 0 06_0509 
AID04101 0 0 0 06_0509 
H130F 0 0 0 06_0509 
H132F2 0 0 0 06_0509 
AID04218 0 0 0 06_0524 
AID04105 0 0 1 06_0524 
AID04219 0 0 0 06_0524 
AID03103 0 0 0 06_0524 
AID04220 0 0 0 06_0524 
AID03104 0 0 0 06_0524 
AID04220 0 0 0 06_0524 
AID04104 0 0 0 06_0524 
H703F 0 0 0 06_0524 
AID04103 0 0 0 06_0524 
AID03102 0 0 0 06_0524 
AID04221 0 0 0 06_0524 
AID03101 0 0 0 06_0524 
AID04102 0 0 0 06_0524 
AID04101 0 0 0 06_0524 
H130F 0 0 0 06_0524 
H132F2 0 0 0 06_0524 
AID04218 0 0 0 06_0539 
AID04105 0 0 1 06_0539 
AID04219 0 0 0 06_0539 
AID03103 0 0 0 06_0539 
AID04220 0 0 0 06_0539 
AID03104 0 0 0 06_0539 
AID04220 0 0 0 06_0539 
AID04104 0 0 0 06_0539 
H703F 0 0 0 06_0539 
AID04103 0 0 0 06_0539 
AID03102 0 0 0 06_0539 
AID04221 0 0 0 06_0540 
AID03101 0 0 0 06_0540 
AID04102 0 0 0 06_0540 
AID04101 0 0 0 06_0540 
H130F 0 0 0 06_0540 
H132F2 0 0 0 06_0540 
AID04218 0 0 0 06_0555 
AID04105 0 0 0 06_0555 
AID04219 0 0 0 06_0555 
AID03103 0 0 0 06_0555 
AID04220 0 1 0 06_0555 
AID03104 0 0 0 06_0555 
AID04220 0 1 0 06_0555 
AID04104 1 0 0 06_0555 
H703F 0 0 0 06_0555 
AID04103 0 0 0 06_0555 
AID03102 0 0 0 06_0555 
AID04221 0 0 0 06_0555 
AID03101 0 0 0 06_0555 
